_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
4119,A1394262,,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2025-07-21,8 WEEKS,2025-09-14,MED R,STRAY,OTC,,,,,,,SAN JOSE,2025-09-15
4120,A1394263,DODGER,DOG,TAN,WHITE,RAT TERRIER,MALE,2023-09-14,2 YEARS,2025-09-14,HEALTHY,STRAY,FIELD,,,,,,RUE FERRARI / SILICON VALLEY BLVD,SAN JOSE,2025-09-17
4121,A1394265,,OTHER,BROWN,,BAT,UNKNOWN,,NO AGE,2025-09-14,HEALTHY,WILDLIFE,FIELD,,2025-09-14,EUTH,,HEALTHY,ASHWOOD X LANDESS,SAN JOSE,2025-09-14
4122,A1394266,,CAT,WHITE,GRAY,DOMESTIC SH,MALE,2025-07-08,10 WEEKS,2025-09-14,HEALTHY,STRAY,OTC,,,,,,MONTEREY X OLD TULLY RD,SAN JOSE,2025-09-17
4123,A1394267,,OTHER,GRAY,WHITE,OPOSSUM,UNKNOWN,,NO AGE,2025-09-14,MED SEV,WILDLIFE,FIELD,,2025-09-14,TRANSFER,,MED SEV,GREENLEAF DR / GLENCOE DR,CUPERTINO,2025-09-14
4124,A1394268,INDICA,OTHER,BROWN,,RABBIT LH,FEMALE,2025-04-14,5 MONTHS,2025-09-14,HEALTHY,STRAY,OTC,,,,,,CURTNER/MONTEREY,SAN JOSE,2025-09-16
4125,A1394269,,DOG,BROWN,,CHIHUAHUA SH,MALE,2021-09-17,4 YEARS,2025-09-14,MED R,STRAY,OTC,,,,,,E GISH RD/OLD BAYSHORE,SAN JOSE,2025-09-17
4126,A1394270,,DOG,WHITE,,MALTESE,MALE,2023-09-16,2 YEARS,2025-09-14,MED R,STRAY,OTC,,,,,,E GISH RD/OLD BAYSHORE,SAN JOSE,2025-09-17
4127,A1394271,HOLLY,DOG,BROWN,,AUST CATTLE DOG,SPAYED,,NO AGE,2025-09-14,HEALTHY,STRAY,OTC,IP ADOPT,,,,,STORY RD/LUCRETIA,SAN JOSE,2025-09-18
4128,A1394274,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2025-05-14,4 MONTHS,2025-09-14,MED EMERG,STRAY,FIELD,,,,,,28TH X WHITTON,SAN JOSE,2025-09-19
4129,A1394275,FUZZY,CAT,TABBY-BRN,,DOMESTIC MH,NEUTERED,,NO AGE,2025-09-14,MED R,STRAY,FIELD,,,,,,ALDERWOOD X LAKEWOOD,SAN JOSE,2025-09-18
4130,A1394276,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,2025-08-09,6 WEEKS,2025-09-14,HEALTHY,STRAY,OTC,,,,,,HERMOCILLA WAY/MERION DR,SAN JOSE,2025-09-17
4131,A1394277,MIMI,CAT,TABBY-BUFF,WHITE,DOMESTIC SH,SPAYED,2025-08-09,6 WEEKS,2025-09-14,HEALTHY,STRAY,OTC,,2025-09-18,ADOPTION,,HEALTHY,HERMOCILLA WAY/MERION DR,SAN JOSE,2025-09-18
4132,A1394278,,CAT,TABBY-BUFF,WHITE,DOMESTIC SH,SPAYED,2025-08-09,6 WEEKS,2025-09-14,HEALTHY,STRAY,OTC,,,,,,HERMOCILLA WAY/MERION DR,SAN JOSE,2025-09-17
4133,A1394282,,CAT,PT-CHOC,,DOMESTIC SH,NEUTERED,2025-04-15,5 MONTHS,2025-09-15,MED R,STRAY,MEDVET,IP ADOPT,2025-09-16,RTF,,FERAL,1200 BLK VINE ST,SAN JOSE,2025-09-16
4134,A1394283,,CAT,GRAY,,DOMESTIC SH,MALE,2025-09-11,1 WEEKS,2025-09-15,NURSING,STRAY,MEDVET,,,,,,YERBA BUENA X VERONA,SAN JOSE,2025-09-15
4135,A1394284,,CAT,GRAY,,DOMESTIC SH,MALE,2025-09-11,1 WEEKS,2025-09-15,NURSING,STRAY,MEDVET,,,,,,YERBA BUENA X VERONA,SAN JOSE,2025-09-15
4136,A1394285,,CAT,GRAY,,DOMESTIC SH,MALE,2025-09-11,1 WEEKS,2025-09-15,NURSING,STRAY,MEDVET,,,,,,YERBA BUENA X VERONA,SAN JOSE,2025-09-15
4137,A1394286,,CAT,BLACK,,DOMESTIC SH,MALE,2024-09-15,1 YEAR,2025-09-15,MED SEV,STRAY,MEDVET,,2025-09-15,EUTH,,MED SEV,PALA AVE,SAN JOSE,2025-09-15
4138,A1394287,,OTHER,GRAY,,OPOSSUM,UNKNOWN,2024-09-15,1 YEAR,2025-09-15,DEAD,DISPO REQ,FIELD,,2025-09-15,DISPOSAL,,DEAD,BLOSSOM HILL RD,SAN JOSE,2025-09-15
4139,A1394288,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-15,MED SEV,STRAY,OTC,,2025-09-15,EUTH,,MED SEV,STONE CREEK DR/ISADORA DR,SAN JOSE,2025-09-18
4140,A1394289,,DOG,WHITE,,MALTESE,MALE,2023-09-16,2 YEARS,2025-09-15,HEALTHY,STRAY,OTC,,,,,,S MILPITAS BLVD/CALAVERAS BLVD,MILPITAS,2025-09-17
4141,A1394290,,CAT,GRAY,WHITE,DOMESTIC SH,MALE,2025-08-01,7 WEEKS,2025-09-15,MED R,STRAY,OTC,,,,,,S WINCHESTER BLVD/LOMA VERDE DR,SAN JOSE,2025-09-17
4142,A1394291,,OTHER,BLACK,,SKUNK,UNKNOWN,,NO AGE,2025-09-15,DEAD,DISPO REQ,OTC,,2025-09-15,DISPOSAL,,DEAD,CURTNER AVE/COMMUNICATIONS HILL BLVD,SAN JOSE,2025-09-15
4143,A1394292,,CAT,BLACK,,DOMESTIC SH,MALE,2025-07-08,10 WEEKS,2025-09-15,MED R,STRAY,OTC,,,,,,HERALD AVE/REMO ST,SAN JOSE,2025-09-17
4144,A1394293,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2025-07-03,11 WEEKS,2025-09-15,MED R,STRAY,OTC,,,,,,HOSTETTER X CAPITOL,SAN JOSE,2025-09-16
4145,A1394294,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,2025-09-08,1 WEEKS,2025-09-15,NURSING,STRAY,OTC,,,,,,ROSARIO DR/CAMARGO DR,SAN JOSE,2025-09-15
4146,A1394297,,OTHER,BLACK,,BAT,UNKNOWN,,NO AGE,2025-09-15,HEALTHY,WILDLIFE,OTC,,2025-09-15,EUTH,,MED SEV,HARRIS AVE/LEIGH AVE,SAN JOSE,2025-09-15
4147,A1394298,,OTHER,GRAY,,OPOSSUM,UNKNOWN,2024-09-15,1 YEAR,2025-09-15,DEAD,DISPO REQ,FIELD,,2025-09-15,DISPOSAL,,DEAD,STEVENS CREEK BLVD,CUPERTINO,2025-09-15
4148,A1394301,,DOG,TRICOLOR,TAN,PIT BULL,FEMALE,2023-09-15,2 YEARS,2025-09-15,HEALTHY,STRAY,FIELD,,,,,,ASBURY X SPRING,SAN JOSE,2025-09-17
4149,A1394302,OREO,DOG,BLACK,BROWN,CHIHUAHUA SH,MALE,2023-09-16,2 YEARS,2025-09-15,HEALTHY,STRAY,OTC,,2025-09-16,RTO,,HEALTHY,E WILLIAM ST/S 2ND ST,SAN JOSE,2025-09-16
4150,A1394302,OREO,DOG,BLACK,BROWN,CHIHUAHUA SH,MALE,2023-09-16,2 YEARS,2025-08-03,BEH U,STRAY,OTC,,2025-08-15,RTO,,BEH U,1ST / MARKET ST,SAN JOSE,2025-08-15
4151,A1394303,,OTHER,GRAY,,OPOSSUM,UNKNOWN,2024-09-15,1 YEAR,2025-09-15,DEAD,DISPO REQ,FIELD,,2025-09-15,DISPOSAL,,DEAD,CHEYENNE LN,SAN JOSE,2025-09-15
4152,A1394304,,DOG,TAN,,MALTESE,FEMALE,2018-09-15,7 YEARS,2025-09-15,MED SEV,STRAY,OTC,,,,,,N 7TH ST/E HEDDING ST,SAN JOSE,2025-09-17
4153,A1394306,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2025-08-04,6 WEEKS,2025-09-15,MED R,STRAY,OTC,,,,,,DE MARIETTA AVE/DE MARIETTA CT,SAN JOSE,2025-09-16
4154,A1394308,AURA,DOG,WHITE,,CHIHUAHUA SH,UNKNOWN,,NO AGE,2025-09-15,NURSING,STRAY,FIELD,,,,,,,SAN JOSE,2025-09-17
4155,A1394311,,DOG,BLACK,WHITE,MIN PINSCHER,FEMALE,2024-09-15,1 YEAR,2025-09-15,BEH M,STRAY,FIELD,,,,,,AMES AVE / S MILPITAS BLVD,MILPITAS,2025-09-17
4156,A1394314,,OTHER,GRAY,WHITE,OPOSSUM,MALE,,NO AGE,2025-09-15,MED SEV,WILDLIFE,FIELD,,2025-09-15,TRANSFER,,MED SEV,CONRAD AVE / SALLY DR,SAN JOSE,2025-09-15
4157,A1394315,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,2025-01-15,8 MONTHS,2025-09-15,DEAD,DISPO REQ,FIELD,,2025-09-15,DISPOSAL,,DEAD,N ABEL ST / PENITENCIA ST,MILPITAS,2025-09-15
4158,A1394321,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,2024-09-15,1 YEAR,2025-09-15,DEAD,DISPO REQ,FIELD,,2025-09-15,DISPOSAL,,DEAD,BOLLINGER RD,CUPERTINO,2025-09-15
4159,A1394322,PELUCHE,DOG,WHITE,,POODLE MIN,NEUTERED,2010-09-28,15 YEARS,2025-09-15,DEAD,DISPO REQ,OTC,,2025-09-15,DISPOSAL,,DEAD,,SAN JOSE,2025-09-15
4160,A1394323,,DOG,BROWN,BLACK,CHIHUAHUA SH,FEMALE,2025-08-05,6 WEEKS,2025-09-15,NURSING,STRAY,OTC,,2025-09-16,DIED,,MED SEV,LUCRETIA AVE/FAIR AVE,SAN JOSE,2025-09-16
4161,A1394324,SMOKEY,DOG,BLACK,WHITE,POODLE MIN,NEUTERED,2022-09-15,3 YEARS,2025-09-15,HEALTHY,CONFISCATE,POLICE,,2025-09-16,RTO,,HEALTHY,,MILPITAS,2025-09-16
4162,A1394325,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-08-16,5 WEEKS,2025-09-15,MED R,STRAY,OTC,,,,,,S KING RD/MCKEE RD,SAN JOSE,2025-09-17
4163,A1394328,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2025-09-16,DEAD,DISPO REQ,OTC,,2025-09-16,DISPOSAL,,DEAD,EVERGLADE AVE/CATHAY DR,SAN JOSE,2025-09-16
4164,A1394329,,OTHER,GRAY,BLACK,RACCOON,UNKNOWN,2024-09-16,1 YEAR,2025-09-16,DEAD,DISPO REQ,FIELD,,2025-09-16,DISPOSAL,,DEAD,SNELL AVE / SKYWAY DR,SAN JOSE,2025-09-16
4165,A1394330,,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,,NO AGE,2025-09-16,HEALTHY,STRAY,OTC,,2025-09-18,NEUTER,,FERAL,RIVER VIEW X MENDOZA,SAN JOSE,2025-09-18
4166,A1394332,,CAT,TABBY-BUFF,,DOMESTIC SH,MALE,2025-09-11,1 WEEKS,2025-09-15,NURSING,STRAY,MEDVET,,,,,,PAYNE AVE,SAN JOSE,2025-09-17
4167,A1394333,,CAT,CALICO-DIL,,DOMESTIC SH,MALE,2025-09-11,1 WEEKS,2025-09-15,NURSING,STRAY,MEDVET,,,,,,PAYNE AVE,SAN JOSE,2025-09-17
4168,A1394334,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2025-09-11,1 WEEKS,2025-09-15,NURSING,STRAY,MEDVET,,,,,,PAYNE AVE,SAN JOSE,2025-09-17
4169,A1394338,,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-16,PREGNANT,STRAY,OTC,,2025-09-18,RTF,,BEH M,VIA DE ORO X VIA SANTA CLARA,SAN JOSE,2025-09-18
4170,A1394350,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2015-09-16,10 YEARS,2025-09-16,MED R,STRAY,OTC,IP ADOPT,,,,,GOLDEN WHEEL PARK DR,SAN JOSE,2025-09-18
4171,A1394353,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2025-08-12,5 WEEKS,2025-09-16,MED R,STRAY,OTC,,,,,,STURLA DR X CICERO WAY,SAN JOSE,2025-09-16
4172,A1394355,,DOG,WHITE,BLACK,RAT TERRIER,FEMALE,2024-09-16,1 YEAR,2025-09-16,MED R,STRAY,FIELD,,,,,,TULLY RD / GALVESTON AVE,SAN JOSE,2025-09-16
4173,A1394357,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-16,PREGNANT,STRAY,OTC,,,,,,OYAMA DR/MURPHY AVE,SAN JOSE,2025-09-17
4174,A1394361,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-16,MED EMERG,STRAY,OTC,,2025-09-16,EUTH,,MED EMERG,STORY RD/WHITE RD,SAN JOSE,2025-09-16
4175,A1394362,PORTER,CAT,BLACK,WHITE,DOMESTIC LH,NEUTERED,2023-05-22,2 YEARS,2025-09-16,HEALTHY,CONFISCATE,OWNER DIED,,2025-09-17,RTO,,HEALTHY,,SAN JOSE,2025-09-18
4176,A1394363,ASHER,CAT,BLACK,,DOMESTIC SH,NEUTERED,2021-03-01,4 YEARS,2025-09-16,HEALTHY,CONFISCATE,OWNER DIED,,2025-09-17,RTO,,HEALTHY,,SAN JOSE,2025-09-17
4177,A1394364,JUNIPER,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2021-03-01,4 YEARS,2025-09-16,HEALTHY,CONFISCATE,OWNER DIED,,2025-09-17,RTO,,HEALTHY,,SAN JOSE,2025-09-17
4178,A1394365,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,2025-08-16,5 WEEKS,2025-09-16,HEALTHY,CONFISCATE,OWNER DIED,,2025-09-17,RTO,,HEALTHY,,SAN JOSE,2025-09-17
4179,A1394366,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,2025-07-16,9 WEEKS,2025-09-16,HEALTHY,CONFISCATE,OWNER DIED,,2025-09-17,RTO,,HEALTHY,,SAN JOSE,2025-09-17
4180,A1394369,,DOG,BLACK,BROWN,CHIHUAHUA SH,MALE,2023-09-16,2 YEARS,2025-09-16,BEH R,STRAY,OTC,,,,,,MCLAUGHLIN AVE/ALGIERS AVE,SAN JOSE,2025-09-16
4181,A1394371,,CAT,TABBY-GRAY,,DOMESTIC SH,FEMALE,2025-08-07,6 WEEKS,2025-09-16,MED R,STRAY,OTC,,,,,,HELLYER X DOVE RD,SAN JOSE,2025-09-18
4182,A1394372,,CAT,TORTIE-B\O,,DOMESTIC SH,FEMALE,2025-08-07,6 WEEKS,2025-09-16,MED R,STRAY,OTC,,,,,,HELLYER X DOVE RD,SAN JOSE,2025-09-18
4183,A1394373,,OTHER,GRAY,BLACK,RACCOON,UNKNOWN,2024-09-16,1 YEAR,2025-09-16,DEAD,DISPO REQ,FIELD,,2025-09-17,DISPOSAL,,DEAD,TERRIER CT,SAN JOSE,2025-09-17
4184,A1394379,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2025-08-15,5 WEEKS,2025-09-16,NURSING,STRAY,OTC,,,,,,SHENANDOAH AVE/SEQUOIA DR,MILPITAS,2025-09-17
4185,A1394386,,OTHER,BROWN,,BAT,UNKNOWN,,NO AGE,2025-09-16,BEH U,WILDLIFE,FIELD,,2025-09-16,EUTH,,BEH U,STOCKTON AVE,SAN JOSE,2025-09-18
4186,A1394388,KEEGAN,DOG,WHITE,BLACK,STAFFORDSHIRE,NEUTERED,2018-01-06,7 YEARS,2025-09-16,HEALTHY,STRAY,OTC,,,,,,SENTER X STORY,SAN JOSE,2025-09-17
4187,A1394389,,DOG,BLACK,BROWN,GERM SHEPHERD,MALE,2025-03-17,6 MONTHS,2025-09-16,MED R,STRAY,OTC,,,,,,SADDLEBROOK/BRANHAM LN,SAN JOSE,2025-09-17
4188,A1394390,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2025-08-13,5 WEEKS,2025-09-16,MED EMERG,STRAY,OTC,,2025-09-16,EUTH,,MED EMERG,ABORN X KETTMANN RD,SAN JOSE,2025-09-18
4189,A1394391,,CAT,CALICO-TRI,,DOMESTIC SH,FEMALE,2025-08-13,5 WEEKS,2025-09-16,MED M,STRAY,OTC,,,,,,ABORN X KETTMANN RD,SAN JOSE,2025-09-17
4190,A1394392,,DOG,WHITE,,MALTESE,SPAYED,,NO AGE,2025-09-16,HEALTHY,STRAY,OTC,,,,,,W MISSION ST/N SAN PEDRO ST,SAN JOSE,2025-09-16
4191,A1394394,,CAT,CALICO-TRI,BLACK,DOMESTIC SH,FEMALE,2025-08-13,5 WEEKS,2025-09-16,MED M,STRAY,OTC,,,,,,ABORN X KETTMANN RD,SAN JOSE,2025-09-17
4192,A1394395,,CAT,CALICO-TRI,,DOMESTIC SH,FEMALE,2025-08-13,5 WEEKS,2025-09-16,MED M,STRAY,OTC,,,,,,ABORN X KETTMANN RD,SAN JOSE,2025-09-18
4193,A1394396,,CAT,BLACK,,DOMESTIC SH,MALE,2025-08-13,5 WEEKS,2025-09-16,MED M,STRAY,OTC,,,,,,ABORN X KETTMANN RD,SAN JOSE,2025-09-17
4194,A1394397,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,2025-08-13,5 WEEKS,2025-09-16,MED M,STRAY,OTC,,,,,,ABORN X KETTMANN RD,SAN JOSE,2025-09-17
4195,A1394398,,CAT,TABBY-ORG,,DOMESTIC LH,MALE,2025-08-01,7 WEEKS,2025-09-16,MED R,STRAY,OTC,,,,,,,SAN JOSE,2025-09-17
4196,A1394399,,CAT,CALICO-TRI,,DOMESTIC SH,FEMALE,,NO AGE,2025-09-16,HEALTHY,STRAY,OTC,,,,,,ABORN X KETTMANN RD,SAN JOSE,2025-09-16
4197,A1394400,,OTHER,GRAY,,RABBIT SH,MALE,2025-05-16,4 MONTHS,2025-09-16,MED SEV,STRAY,OTC,,2025-09-16,EUTH,,MED SEV,MCDONALD AVE,SAN JOSE,2025-09-16
4198,A1394401,,CAT,GRAY,WHITE,DOMESTIC SH,FEMALE,2025-09-10,1 WEEKS,2025-09-16,NURSING,STRAY,OTC,,,,,,BERMUDA WAY X LOYOLA DR,SAN JOSE,2025-09-16
4199,A1394402,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2025-09-10,1 WEEKS,2025-09-16,NURSING,STRAY,OTC,,,,,,BERMUDA WAY X LOYOLA DR,SAN JOSE,2025-09-16
4200,A1394403,,OTHER,GRAY,BLACK,OPOSSUM,UNKNOWN,,NO AGE,2025-09-16,MED SEV,WILDLIFE,FIELD,,2025-09-16,TRANSFER,,MED SEV,WILLO MAR / SEYFERTH WAY,SAN JOSE,2025-09-16
4201,A1394404,,CAT,GRAY,,DOMESTIC SH,FEMALE,2025-06-04,15 WEEKS,2025-09-16,MED R,STRAY,OTC,,,,,,ALMADEN RD/ SHADOW RUN DR,SAN JOSE,2025-09-17
4202,A1394406,,OTHER,BROWN,WHITE,SQUIRREL,UNKNOWN,,NO AGE,2025-09-16,MED R,WILDLIFE,FIELD,,2025-09-16,TRANSFER,,MED R,GLEN BRAE LN / CLOVERCREST DR,SAN JOSE,2025-09-16
4203,A1394407,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-16,DEAD,DISPO REQ,OTC,,2025-09-16,DISPOSAL,,DEAD,,SAN JOSE,2025-09-16
4204,A1394409,TRAP 4,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-17,FERAL,S/N CLINIC,,,2025-09-17,SPAY,,FERAL,,SAN JOSE,2025-09-17
4205,A1394410,TRAP 5,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2025-09-17,FERAL,S/N CLINIC,,,2025-09-17,NEUTER,,FERAL,,SAN JOSE,2025-09-17
4206,A1394411,TRAP 6,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-17,FERAL,S/N CLINIC,,,2025-09-17,SPAY,,FERAL,,SAN JOSE,2025-09-17
4207,A1394412,TRAP 7,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-17,FERAL,S/N CLINIC,,,2025-09-17,SPAY,,FERAL,,CUPERTINO,2025-09-17
4208,A1394413,TRAP 8,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2025-09-17,FERAL,S/N CLINIC,,,2025-09-17,NEUTER,,FERAL,,CUPERTINO,2025-09-17
4209,A1394414,TRAP 9,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-17,FERAL,S/N CLINIC,,,2025-09-17,SPAY,,FERAL,,SAN JOSE,2025-09-17
4210,A1394415,TRAP 10,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2025-09-17,FERAL,S/N CLINIC,,,2025-09-17,NEUTER,,,,SAN JOSE,2025-09-17
4211,A1394416,TRAP 11,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-09-17,FERAL,S/N CLINIC,,,2025-09-17,NEUTER,,FERAL,,MILPITAS,2025-09-17
4212,A1394417,TRAP 12,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-17,FERAL,S/N CLINIC,,,2025-09-17,SPAY,,FERAL,,SAN JOSE,2025-09-17
4213,A1394418,TRAP 13,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-17,FERAL,S/N CLINIC,,,2025-09-17,SPAY,,FERAL,,SAN JOSE,2025-09-17
4214,A1394419,TRAP 14,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-09-16,FERAL,S/N CLINIC,,,2025-09-17,NEUTER,,FERAL,,SAN JOSE,2025-09-17
4215,A1394420,TRAP 15,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-16,FERAL,S/N CLINIC,,,2025-09-17,SPAY,,FERAL,,SAN JOSE,2025-09-17
4216,A1394421,TRAP 16,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-16,FERAL,S/N CLINIC,,,2025-09-17,SPAY,,FERAL,,SAN JOSE,2025-09-17
4217,A1394422,TRAP 17,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2025-09-16,FERAL,S/N CLINIC,,,2025-09-17,NEUTER,,FERAL,,SAN JOSE,2025-09-17
4218,A1394423,TRAP 18,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2025-09-16,FERAL,S/N CLINIC,,,2025-09-17,NEUTER,,FERAL,,SAN JOSE,2025-09-17
4219,A1394424,TRAP 19,CAT,CALICO-DIL,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-17,FERAL,S/N CLINIC,,,2025-09-17,SPAY,,FERAL,,SAN JOSE,2025-09-17
4220,A1394425,TRAP 20,CAT,PT-CHOC,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-17,FERAL,S/N CLINIC,,,2025-09-17,SPAY,,FERAL,,SAN JOSE,2025-09-17
4221,A1394426,TRAP 21,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-09-16,FERAL,S/N CLINIC,,,2025-09-17,NEUTER,,FERAL,,SAN JOSE,2025-09-17
4222,A1394427,TRAP 22,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-17,FERAL,S/N CLINIC,,,2025-09-17,SPAY,,FERAL,,SAN JOSE,2025-09-17
4223,A1394428,TRAP 23,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-17,FERAL,S/N CLINIC,,,2025-09-17,SPAY,,FERAL,,SAN JOSE,2025-09-17
4224,A1394429,TRAP 24,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2025-09-16,FERAL,S/N CLINIC,,,2025-09-17,SPAY,,FERAL,,SAN JOSE,2025-09-17
4225,A1394430,TRAP 25,CAT,PT-LYNX,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-16,FERAL,S/N CLINIC,,,,,,,,SAN JOSE,2025-09-17
4226,A1394431,TRAP 26,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-16,FERAL,S/N CLINIC,,,2025-09-17,SPAY,,FERAL,,SAN JOSE,2025-09-17
4227,A1394432,TRAP 27,CAT,PT-LYNX,,DOMESTIC SH,SPAYED,,NO AGE,2025-09-16,FERAL,S/N CLINIC,,,2025-09-17,SPAY,,FERAL,,SAN JOSE,2025-09-17
4228,A1394433,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,2025-06-16,13 WEEKS,2025-09-12,MED SEV,STRAY,MEDVET,,2025-09-16,EUTH,,MED SEV,LEIGH AVE/ SOUTHWEST EXP,SAN JOSE,2025-09-16
4229,A1394434,,DOG,BROWN,WHITE,BULLDOG,FEMALE,2023-09-16,2 YEARS,2025-09-16,MED R,STRAY,OTC,IP ADOPT,,,,,SCHALLENBERGER RD/RIDDER PARK DR,SAN JOSE,2025-09-17
4230,A1394435,,OTHER,GRAY,,OPOSSUM,UNKNOWN,2024-09-16,1 YEAR,2025-09-13,MED SEV,WILDLIFE,MEDVET,,2025-09-16,EUTH,,MED SEV,DUVALL DR,SAN JOSE,2025-09-16
4231,A1394436,,OTHER,BROWN,,SQUIRREL,UNKNOWN,2024-09-16,1 YEAR,2025-09-15,MED SEV,WILDLIFE,MEDVET,,2025-09-16,EUTH,,MED SEV,S DE ANZA BLVD,SAN JOSE,2025-09-16
4232,A1394437,,CAT,GRAY,,DOMESTIC SH,UNKNOWN,2025-09-10,1 WEEKS,2025-09-14,DEAD,DISPO REQ,MEDVET,,2025-09-16,DISPOSAL,,DEAD,YERBA BUENA RD / VERONA RD,SAN JOSE,2025-09-18
4233,A1394438,,OTHER,GRAY,,MOUSE,UNKNOWN,2025-08-16,5 WEEKS,2025-09-13,DEAD,DISPO REQ,MEDVET,,2025-09-16,DISPOSAL,,DEAD,S BUENA VISTA AVE,SAN JOSE,2025-09-18
4234,A1394439,BEAST,DOG,BLACK,WHITE,PIT BULL,MALE,,NO AGE,2025-09-16,HEALTHY,STRAY,OTC,,2025-09-18,RTO,,HEALTHY,SEAN CIR,SAN JOSE,2025-09-18
4235,A1394441,,CAT,BROWN,WHITE,DOMESTIC SH,UNKNOWN,2024-10-16,11 MONTHS,2025-09-16,MED SEV,STRAY,FIELD,,2025-09-17,EUTH,,MED SEV,MONTAGE CT / FLICKINGER AVE,SAN JOSE,2025-09-17
4236,A1394442,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-16,DEAD,DISPO REQ,FIELD,,2025-09-16,DISPOSAL,,DEAD,WAVERLY X LANAI,SAN JOSE,2025-09-16
4237,A1394445,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2025-09-17,MED SEV,STRAY,OTC,,2025-09-17,EUTH,,MED SEV,AIELLO X UMBARGER,SAN JOSE,2025-09-17
4238,A1394446,,CAT,TABBY-BRN,,DOMESTIC MH,MALE,2025-07-17,9 WEEKS,2025-09-16,MED SEV,STRAY,MEDVET,,2025-09-17,EUTH,,MED SEV,STORY RD,SAN JOSE,2025-09-17
4239,A1394448,BELLA,DOG,BLACK,WHITE,CHIHUAHUA SH,FEMALE,2023-04-18,2 YEARS,2025-09-17,BEH U,STRAY,FIELD,,2025-09-18,RTO,,HEALTHY,N CAPITOL X MCKEE,SAN JOSE,2025-09-18
